Datum;Uhrzeit;Gesamt (Netzlast)[MWh];Residuallast[MWh];Pumpspeicher[MWh]
18.10.2022;19:00;16.270;13.509;39
18.10.2022;19:15;16.178;13.394;27
18.10.2022;19:30;16.107;13.282;27
18.10.2022;19:45;15.941;13.134;12
18.10.2022;20:00;15.618;12.861;37
18.10.2022;20:15;15.410;12.567;13
18.10.2022;20:30;15.180;12.216;64
18.10.2022;20:45;15.018;12.051;80
18.10.2022;21:00;14.815;11.848;43
18.10.2022;21:15;14.509;11.474;103
18.10.2022;21:30;14.208;11.158;96
18.10.2022;21:45;14.082;11.115;172
18.10.2022;22:00;13.966;11.026;173
18.10.2022;22:15;13.813;10.958;212
18.10.2022;22:30;13.620;10.811;263
18.10.2022;22:45;13.456;10.640;431
18.10.2022;23:00;13.191;10.469;725
18.10.2022;23:15;12.941;10.289;771
18.10.2022;23:30;12.763;10.091;781
18.10.2022;23:45;12.533;9.974;806
19.10.2022;00:00;12.264;9.675;955
19.10.2022;00:15;12.150;9.550;1.026
19.10.2022;00:30;12.015;9.472;1.150
19.10.2022;00:45;11.927;9.444;1.266
19.10.2022;01:00;11.797;9.382;1.268
19.10.2022;01:15;11.713;9.288;1.277
19.10.2022;01:30;11.691;9.268;1.422
19.10.2022;01:45;11.622;9.221;1.494
19.10.2022;02:00;11.573;9.208;1.511
19.10.2022;02:15;11.555;9.231;1.519
19.10.2022;02:30;11.487;9.168;1.550
19.10.2022;02:45;11.486;9.215;1.555
19.10.2022;03:00;11.611;9.412;1.470
19.10.2022;03:15;11.583;9.427;1.467
19.10.2022;03:30;11.574;9.485;1.424
19.10.2022;03:45;11.542;9.490;1.411
19.10.2022;04:00;11.616;9.609;1.251
19.10.2022;04:15;11.724;9.768;1.265
19.10.2022;04:30;11.856;9.945;1.206
19.10.2022;04:45;12.067;10.205;1.148
19.10.2022;05:00;12.355;10.508;1.066
19.10.2022;05:15;12.505;10.649;1.087
19.10.2022;05:30;12.661;10.814;931
19.10.2022;05:45;12.818;11.024;747
19.10.2022;06:00;13.467;11.724;503
19.10.2022;06:15;13.909;12.190;91
19.10.2022;06:30;14.423;12.778;20
19.10.2022;06:45;14.623;13.021;40
19.10.2022;07:00;14.919;13.365;8
19.10.2022;07:15;15.158;13.616;15
19.10.2022;07:30;15.367;13.851;2
19.10.2022;07:45;15.507;14.030;2
19.10.2022;08:00;15.644;14.155;30
19.10.2022;08:15;15.731;14.188;41
19.10.2022;08:30;15.868;14.235;40
19.10.2022;08:45;15.907;14.139;41
19.10.2022;09:00;15.864;13.919;41
19.10.2022;09:15;15.988;13.868;88
19.10.2022;09:30;16.129;13.828;95
19.10.2022;09:45;16.082;13.576;103
19.10.2022;10:00;16.172;13.437;36
19.10.2022;10:15;16.263;13.274;21
19.10.2022;10:30;16.227;12.945;28
19.10.2022;10:45;16.174;12.596;67
19.10.2022;11:00;16.561;12.746;37
19.10.2022;11:15;16.744;12.727;22
19.10.2022;11:30;16.803;12.625;52
19.10.2022;11:45;16.863;12.482;113
19.10.2022;12:00;17.040;12.474;45
19.10.2022;12:15;16.944;12.240;37
19.10.2022;12:30;16.921;12.083;64
19.10.2022;12:45;16.840;11.972;150
19.10.2022;13:00;16.676;11.657;9
19.10.2022;13:15;16.492;11.415;6
19.10.2022;13:30;16.220;11.090;71
19.10.2022;13:45;16.126;10.984;251
19.10.2022;14:00;16.037;10.920;140
19.10.2022;14:15;16.042;11.016;138
19.10.2022;14:30;15.864;10.930;146
19.10.2022;14:45;15.798;10.974;221
19.10.2022;15:00;15.770;11.093;246
19.10.2022;15:15;15.598;11.099;133
19.10.2022;15:30;15.419;11.162;18
19.10.2022;15:45;15.279;11.338;15
19.10.2022;16:00;15.153;11.489;192
19.10.2022;16:15;14.926;11.580;130
19.10.2022;16:30;14.904;11.907;38
19.10.2022;16:45;14.948;12.318;32
19.10.2022;17:00;15.040;12.766;4
19.10.2022;17:15;15.133;13.217;40
19.10.2022;17:30;15.315;13.627;42
19.10.2022;17:45;15.210;13.638;41
19.10.2022;18:00;15.370;13.759;41
19.10.2022;18:15;15.498;13.745;41
19.10.2022;18:30;15.724;13.783;41
19.10.2022;18:45;15.939;13.775;41
19.10.2022;19:00;15.902;13.472;42
19.10.2022;19:15;15.706;13.016;45
19.10.2022;19:30;15.584;12.684;22
19.10.2022;19:45;15.531;12.445;33
19.10.2022;20:00;15.322;12.082;72
19.10.2022;20:15;15.110;11.685;59
19.10.2022;20:30;14.806;11.193;56
19.10.2022;20:45;14.550;10.766;227
19.10.2022;21:00;14.490;10.590;139
19.10.2022;21:15;14.444;10.469;141
19.10.2022;21:30;14.177;10.033;341
19.10.2022;21:45;14.072;9.753;442
19.10.2022;22:00;13.874;9.450;207
19.10.2022;22:15;13.728;9.168;343
19.10.2022;22:30;13.429;8.729;375
19.10.2022;22:45;13.171;8.323;389
19.10.2022;23:00;12.951;8.000;353
19.10.2022;23:15;12.895;7.820;527
19.10.2022;23:30;12.731;7.525;775
19.10.2022;23:45;12.505;7.285;1.006
20.10.2022;00:00;12.175;6.925;963
20.10.2022;00:15;12.119;6.730;1.017
20.10.2022;00:30;11.980;6.468;1.063
20.10.2022;00:45;11.766;6.202;1.150
20.10.2022;01:00;11.673;6.004;1.101
20.10.2022;01:15;11.613;5.860;1.204
20.10.2022;01:30;11.598;5.832;1.334
20.10.2022;01:45;11.479;5.690;1.383
20.10.2022;02:00;11.418;5.600;1.326
20.10.2022;02:15;11.406;5.538;1.418
20.10.2022;02:30;11.404;5.478;1.483
20.10.2022;02:45;11.409;5.436;1.582
20.10.2022;03:00;11.474;5.468;1.517
20.10.2022;03:15;11.564;5.540;1.524
20.10.2022;03:30;11.612;5.579;1.540
20.10.2022;03:45;11.569;5.525;1.555
20.10.2022;04:00;11.683;5.598;1.571
20.10.2022;04:15;11.732;5.616;1.579
20.10.2022;04:30;11.878;5.745;1.567
20.10.2022;04:45;12.106;5.960;1.544
20.10.2022;05:00;12.336;6.195;1.291
20.10.2022;05:15;12.553;6.320;1.252
20.10.2022;05:30;12.892;6.639;1.068
20.10.2022;05:45;12.889;6.598;834
20.10.2022;06:00;13.815;7.451;562
20.10.2022;06:15;14.229;7.815;205
20.10.2022;06:30;14.571;8.042;90
20.10.2022;06:45;14.175;7.596;8
20.10.2022;07:00;15.242;8.697;27
20.10.2022;07:15;15.408;8.847;37
20.10.2022;07:30;15.632;9.011;41
20.10.2022;07:45;15.725;9.029;42
20.10.2022;08:00;15.872;9.018;43
20.10.2022;08:15;16.087;9.090;42
20.10.2022;08:30;16.144;9.011;42
20.10.2022;08:45;16.182;8.834;57
20.10.2022;09:00;16.282;8.637;40
20.10.2022;09:15;16.266;8.290;34
20.10.2022;09:30;16.416;8.181;56
20.10.2022;09:45;16.428;7.941;105
20.10.2022;10:00;16.568;7.954;15
20.10.2022;10:15;16.413;7.588;8
20.10.2022;10:30;16.592;7.586;78
20.10.2022;10:45;16.651;7.432;131
20.10.2022;11:00;16.896;7.357;131
20.10.2022;11:15;16.943;7.214;136
20.10.2022;11:30;17.096;7.201;114
20.10.2022;11:45;17.234;7.198;196
20.10.2022;12:00;17.193;7.164;140
20.10.2022;12:15;17.171;7.101;196
20.10.2022;12:30;17.209;7.267;222
20.10.2022;12:45;17.294;7.547;215
20.10.2022;13:00;17.316;7.798;334
20.10.2022;13:15;17.227;7.931;312
20.10.2022;13:30;16.990;7.923;326
20.10.2022;13:45;16.730;7.815;248
20.10.2022;14:00;16.807;8.032;383
20.10.2022;14:15;16.528;7.948;495
20.10.2022;14:30;16.259;7.969;499
20.10.2022;14:45;16.193;8.039;395
20.10.2022;15:00;16.032;8.085;488
20.10.2022;15:15;16.117;8.538;226
20.10.2022;15:30;16.128;8.853;105
20.10.2022;15:45;15.939;8.967;72
20.10.2022;16:00;15.878;9.059;190
20.10.2022;16:15;15.908;9.442;126
20.10.2022;16:30;15.928;9.767;32
20.10.2022;16:45;15.941;10.072;43
20.10.2022;17:00;15.887;10.155;39
20.10.2022;17:15;15.958;10.395;42
20.10.2022;17:30;15.966;10.472;41
20.10.2022;17:45;15.978;10.312;42
20.10.2022;18:00;16.014;10.241;44
20.10.2022;18:15;16.121;10.183;34
20.10.2022;18:30;16.310;10.256;40
20.10.2022;18:45;16.449;10.282;42
20.10.2022;19:00;16.586;10.383;29
20.10.2022;19:15;16.486;10.255;27
20.10.2022;19:30;16.330;10.060;28
20.10.2022;19:45;16.177;9.872;27
20.10.2022;20:00;15.993;9.649;42
20.10.2022;20:15;15.687;9.435;46
20.10.2022;20:30;15.479;9.318;47
20.10.2022;20:45;15.411;9.386;144
20.10.2022;21:00;14.987;9.131;10
20.10.2022;21:15;14.684;9.014;63
20.10.2022;21:30;14.511;9.046;73
20.10.2022;21:45;14.267;8.963;199
20.10.2022;22:00;14.021;8.836;77
20.10.2022;22:15;13.694;8.518;71
20.10.2022;22:30;13.466;8.385;87
20.10.2022;22:45;13.170;8.111;118
20.10.2022;23:00;13.089;8.104;308
20.10.2022;23:15;12.839;7.873;336
20.10.2022;23:30;12.804;7.901;370
20.10.2022;23:45;12.656;7.815;435
21.10.2022;00:00;12.447;7.577;733
21.10.2022;00:15;12.358;7.572;808
21.10.2022;00:30;12.308;7.573;820
21.10.2022;00:45;12.321;7.713;904
21.10.2022;01:00;12.191;7.667;1.132
21.10.2022;01:15;12.097;7.615;1.241
21.10.2022;01:30;12.123;7.756;1.285
21.10.2022;01:45;12.025;7.749;1.390
21.10.2022;02:00;11.849;7.631;1.418
21.10.2022;02:15;11.748;7.634;1.396
21.10.2022;02:30;11.706;7.656;1.406
21.10.2022;02:45;11.710;7.789;1.387
21.10.2022;03:00;11.611;7.875;1.336
21.10.2022;03:15;11.569;7.839;1.185
21.10.2022;03:30;11.515;7.821;1.219
21.10.2022;03:45;11.437;7.811;1.180
21.10.2022;04:00;11.574;7.939;1.471
21.10.2022;04:15;11.770;8.213;1.478
21.10.2022;04:30;11.770;8.204;1.396
21.10.2022;04:45;11.901;8.383;1.269
21.10.2022;05:00;12.129;8.666;1.165
21.10.2022;05:15;12.352;8.865;1.193
21.10.2022;05:30;12.751;9.286;1.050
21.10.2022;05:45;12.916;9.449;823
21.10.2022;06:00;13.293;9.827;442
21.10.2022;06:15;13.754;10.294;31
21.10.2022;06:30;14.168;10.730;9
21.10.2022;06:45;14.480;11.086;5
21.10.2022;07:00;14.832;11.520;7
21.10.2022;07:15;15.214;11.977;5
21.10.2022;07:30;15.326;12.065;4
21.10.2022;07:45;15.550;12.283;4
21.10.2022;08:00;15.843;12.595;35
21.10.2022;08:15;15.943;12.551;2
21.10.2022;08:30;15.950;12.368;2
21.10.2022;08:45;16.000;12.301;2
21.10.2022;09:00;16.176;12.442;2
21.10.2022;09:15;16.220;12.457;5
21.10.2022;09:30;16.333;12.528;2
21.10.2022;09:45;16.105;12.285;3
21.10.2022;10:00;16.219;12.385;1
21.10.2022;10:15;16.303;12.448;1
21.10.2022;10:30;16.303;12.470;1
21.10.2022;10:45;16.328;12.436;1
21.10.2022;11:00;16.266;12.408;2
21.10.2022;11:15;16.273;12.429;3
21.10.2022;11:30;16.320;12.470;3
21.10.2022;11:45;16.320;12.504;27
21.10.2022;12:00;16.342;12.540;46
21.10.2022;12:15;16.337;12.508;54
21.10.2022;12:30;16.293;12.519;11
21.10.2022;12:45;16.190;12.473;58
21.10.2022;13:00;16.050;12.347;38
21.10.2022;13:15;16.099;12.353;70
21.10.2022;13:30;15.799;12.014;101
21.10.2022;13:45;15.628;11.823;170
21.10.2022;14:00;15.400;11.653;139
21.10.2022;14:15;15.342;11.635;136
21.10.2022;14:30;15.273;11.636;63
21.10.2022;14:45;15.149;11.535;63
21.10.2022;15:00;15.138;11.600;67
21.10.2022;15:15;14.961;11.555;202
21.10.2022;15:30;14.940;11.619;261
21.10.2022;15:45;14.847;11.657;281
21.10.2022;16:00;14.819;11.771;370
21.10.2022;16:15;14.651;11.758;164
21.10.2022;16:30;14.572;11.844;88
21.10.2022;16:45;14.404;11.866;80
21.10.2022;17:00;14.466;12.083;19
21.10.2022;17:15;14.538;12.253;44
21.10.2022;17:30;14.636;12.354;51
21.10.2022;17:45;14.730;12.470;45
21.10.2022;18:00;14.714;12.424;117
21.10.2022;18:15;14.892;12.561;49
21.10.2022;18:30;15.158;12.839;42
21.10.2022;18:45;15.325;12.981;42
21.10.2022;19:00;15.260;12.885;41
21.10.2022;19:15;15.003;12.625;41
21.10.2022;19:30;14.782;12.405;42
21.10.2022;19:45;14.622;12.268;12
21.10.2022;20:00;14.344;11.949;42
21.10.2022;20:15;13.949;11.498;166
21.10.2022;20:30;13.780;11.315;283
21.10.2022;20:45;13.672;11.223;219
21.10.2022;21:00;13.349;10.898;185
21.10.2022;21:15;13.167;10.735;54
21.10.2022;21:30;13.027;10.639;121
21.10.2022;21:45;12.816;10.502;122
21.10.2022;22:00;12.597;10.314;116
21.10.2022;22:15;12.438;10.201;129
21.10.2022;22:30;12.164;9.961;192
21.10.2022;22:45;11.956;9.808;225
21.10.2022;23:00;11.807;9.718;26
21.10.2022;23:15;11.583;9.557;27
21.10.2022;23:30;11.520;9.541;90
21.10.2022;23:45;11.512;9.525;157
22.10.2022;00:00;11.493;9.498;98
22.10.2022;00:15;11.261;9.226;95
22.10.2022;00:30;11.252;9.252;161
22.10.2022;00:45;11.171;9.212;255
22.10.2022;01:00;10.938;8.979;207
22.10.2022;01:15;10.866;8.828;318
22.10.2022;01:30;10.708;8.638;379
22.10.2022;01:45;10.554;8.408;641
22.10.2022;02:00;10.522;8.333;639
22.10.2022;02:15;10.511;8.242;719
22.10.2022;02:30;10.525;8.232;792
22.10.2022;02:45;10.596;8.288;848
22.10.2022;03:00;10.611;8.314;927
22.10.2022;03:15;10.704;8.367;921
22.10.2022;03:30;10.649;8.249;937
22.10.2022;03:45;10.617;8.195;996
22.10.2022;04:00;10.683;8.282;1.053
22.10.2022;04:15;10.726;8.335;980
22.10.2022;04:30;10.857;8.513;899
22.10.2022;04:45;11.017;8.701;843
22.10.2022;05:00;11.063;8.744;628
22.10.2022;05:15;11.046;8.630;604
22.10.2022;05:30;11.108;8.699;625
22.10.2022;05:45;11.281;8.845;607
22.10.2022;06:00;11.182;8.723;410
22.10.2022;06:15;11.195;8.768;332
22.10.2022;06:30;11.291;8.870;266
22.10.2022;06:45;11.330;8.828;195
22.10.2022;07:00;11.614;9.014;269
22.10.2022;07:15;11.766;9.089;176
22.10.2022;07:30;11.924;9.172;93
22.10.2022;07:45;12.179;9.396;79
22.10.2022;08:00;12.317;9.475;100
22.10.2022;08:15;12.480;9.539;70
22.10.2022;08:30;12.852;9.783;36
22.10.2022;08:45;12.986;9.737;29
22.10.2022;09:00;13.114;9.621;17
22.10.2022;09:15;13.200;9.469;13
22.10.2022;09:30;13.367;9.323;58
22.10.2022;09:45;13.548;9.156;112
22.10.2022;10:00;13.782;9.098;185
22.10.2022;10:15;13.870;8.931;223
22.10.2022;10:30;13.851;8.693;291
22.10.2022;10:45;13.778;8.403;425
22.10.2022;11:00;13.785;8.142;318
22.10.2022;11:15;13.915;8.017;348
22.10.2022;11:30;13.901;7.744;515
22.10.2022;11:45;13.895;7.425;762
22.10.2022;12:00;13.770;6.987;527
22.10.2022;12:15;13.961;6.800;790
22.10.2022;12:30;14.032;6.670;1.021
22.10.2022;12:45;13.975;6.493;1.177
22.10.2022;13:00;13.861;6.322;1.119
22.10.2022;13:15;13.767;6.099;1.200
22.10.2022;13:30;13.617;5.870;1.388
22.10.2022;13:45;13.553;5.839;1.594
22.10.2022;14:00;13.453;5.801;1.584
22.10.2022;14:15;13.354;5.855;1.576
22.10.2022;14:30;13.290;5.941;1.612
22.10.2022;14:45;13.220;6.092;1.580
22.10.2022;15:00;13.154;6.306;1.519
22.10.2022;15:15;13.264;6.697;1.327
22.10.2022;15:30;13.237;6.958;1.145
22.10.2022;15:45;12.952;7.099;884
22.10.2022;16:00;12.830;7.488;1.021
22.10.2022;16:15;12.790;7.956;753
22.10.2022;16:30;12.651;8.248;352
22.10.2022;16:45;12.585;8.687;111
22.10.2022;17:00;12.830;9.431;406
22.10.2022;17:15;12.738;9.709;180
22.10.2022;17:30;12.832;10.070;107
22.10.2022;17:45;12.844;10.205;82
22.10.2022;18:00;12.858;10.241;90
22.10.2022;18:15;13.118;10.463;82
22.10.2022;18:30;13.302;10.514;82
22.10.2022;18:45;13.357;10.430;79
22.10.2022;19:00;13.380;10.377;12
22.10.2022;19:15;13.247;10.209;2
22.10.2022;19:30;13.053;9.894;22
22.10.2022;19:45;12.817;9.593;52
22.10.2022;20:00;12.772;9.497;55
22.10.2022;20:15;12.466;9.209;64
22.10.2022;20:30;12.332;9.119;83
22.10.2022;20:45;12.161;8.953;163
22.10.2022;21:00;11.876;8.729;81
22.10.2022;21:15;11.724;8.570;102
22.10.2022;21:30;11.608;8.477;176
22.10.2022;21:45;11.527;8.394;296
22.10.2022;22:00;11.483;8.380;101
22.10.2022;22:15;11.288;8.252;114
22.10.2022;22:30;11.127;8.155;112
22.10.2022;22:45;11.013;8.130;138
22.10.2022;23:00;10.856;8.082;143
22.10.2022;23:15;10.741;8.072;120
22.10.2022;23:30;10.619;8.037;207
22.10.2022;23:45;10.425;7.959;281
23.10.2022;00:00;10.216;7.848;147
23.10.2022;00:15;10.050;7.758;157
23.10.2022;00:30;9.829;7.541;265
23.10.2022;00:45;9.845;7.567;297
23.10.2022;01:00;9.713;7.444;271
23.10.2022;01:15;9.663;7.409;263
23.10.2022;01:30;9.668;7.438;361
23.10.2022;01:45;9.618;7.418;465
23.10.2022;02:00;9.446;7.279;416
23.10.2022;02:15;9.411;7.297;435
23.10.2022;02:30;9.358;7.299;462
23.10.2022;02:45;9.339;7.345;470
23.10.2022;03:00;9.343;7.383;602
23.10.2022;03:15;9.393;7.496;635
23.10.2022;03:30;9.410;7.577;619
23.10.2022;03:45;9.314;7.500;616
23.10.2022;04:00;9.450;7.646;722
23.10.2022;04:15;9.497;7.737;728
23.10.2022;04:30;9.553;7.864;701
23.10.2022;04:45;9.573;7.913;694
23.10.2022;05:00;9.385;7.783;620
23.10.2022;05:15;9.479;7.883;611
23.10.2022;05:30;9.476;7.887;583
23.10.2022;05:45;9.490;7.921;560
23.10.2022;06:00;9.502;7.929;414
23.10.2022;06:15;9.534;7.941;331
23.10.2022;06:30;9.558;7.938;207
23.10.2022;06:45;9.693;8.077;192
23.10.2022;07:00;9.967;8.323;231
23.10.2022;07:15;10.034;8.376;151
23.10.2022;07:30;10.071;8.355;124
23.10.2022;07:45;10.201;8.432;101
23.10.2022;08:00;10.326;8.446;106
23.10.2022;08:15;10.517;8.376;84
23.10.2022;08:30;10.780;8.340;87
23.10.2022;08:45;10.979;8.180;99
23.10.2022;09:00;11.200;8.002;99
23.10.2022;09:15;11.393;7.724;90
23.10.2022;09:30;11.517;7.473;143
23.10.2022;09:45;11.765;7.372;341
23.10.2022;10:00;11.931;7.166;147
23.10.2022;10:15;11.991;6.941;95
23.10.2022;10:30;12.337;7.020;212
23.10.2022;10:45;12.544;6.971;325
23.10.2022;11:00;12.474;6.593;122
23.10.2022;11:15;12.533;6.390;117
23.10.2022;11:30;12.722;6.426;114
23.10.2022;11:45;12.760;6.404;230
23.10.2022;12:00;12.745;6.241;343
23.10.2022;12:15;12.656;6.072;508
23.10.2022;12:30;12.679;6.055;480
23.10.2022;12:45;12.613;5.931;590
23.10.2022;13:00;12.707;6.127;1.040
23.10.2022;13:15;12.682;6.211;1.097
23.10.2022;13:30;12.509;6.167;1.147
23.10.2022;13:45;12.190;5.951;1.219
23.10.2022;14:00;12.314;6.198;1.171
23.10.2022;14:15;12.340;6.427;917
23.10.2022;14:30;12.155;6.394;854
23.10.2022;14:45;12.089;6.561;777
23.10.2022;15:00;11.930;6.610;489
23.10.2022;15:15;11.928;6.877;339
23.10.2022;15:30;11.840;6.889;188
23.10.2022;15:45;11.784;6.942;92
23.10.2022;16:00;11.890;7.180;129
23.10.2022;16:15;11.872;7.265;70
23.10.2022;16:30;11.769;7.174;70
23.10.2022;16:45;11.703;7.126;76
23.10.2022;17:00;11.971;7.303;270
23.10.2022;17:15;12.060;7.272;164
23.10.2022;17:30;12.175;7.157;200
23.10.2022;17:45;12.424;7.229;205
23.10.2022;18:00;12.706;7.238;214
23.10.2022;18:15;12.865;7.147;191
23.10.2022;18:30;13.061;7.147;206
23.10.2022;18:45;13.048;6.938;217
23.10.2022;19:00;12.953;6.658;142
23.10.2022;19:15;12.757;6.249;230
23.10.2022;19:30;12.687;6.056;236
23.10.2022;19:45;12.554;5.839;343
23.10.2022;20:00;12.553;5.733;154
23.10.2022;20:15;12.483;5.674;199
23.10.2022;20:30;12.432;5.501;342
23.10.2022;20:45;12.299;5.257;422
23.10.2022;21:00;12.118;5.074;361
23.10.2022;21:15;12.162;5.243;434
23.10.2022;21:30;12.138;5.388;502
23.10.2022;21:45;11.968;5.322;515
23.10.2022;22:00;11.996;5.627;272
23.10.2022;22:15;11.931;5.598;270
23.10.2022;22:30;11.642;5.340;333
23.10.2022;22:45;11.555;5.200;480
23.10.2022;23:00;11.377;4.938;555
23.10.2022;23:15;11.430;4.851;560
23.10.2022;23:30;11.345;4.671;775
23.10.2022;23:45;11.249;4.783;779
24.10.2022;00:00;11.076;4.958;1.163
24.10.2022;00:15;11.170;5.018;1.214
24.10.2022;00:30;10.982;4.630;1.317
24.10.2022;00:45;11.110;4.999;1.275
24.10.2022;01:00;11.003;4.854;1.173
24.10.2022;01:15;10.820;4.584;1.163
24.10.2022;01:30;10.779;4.460;1.201
24.10.2022;01:45;10.718;4.418;1.233
24.10.2022;02:00;10.522;4.140;1.387
24.10.2022;02:15;10.564;4.127;1.415
24.10.2022;02:30;10.569;4.127;1.419
24.10.2022;02:45;10.469;4.014;1.435
24.10.2022;03:00;10.456;3.997;1.424
24.10.2022;03:15;10.482;4.121;1.424
24.10.2022;03:30;10.478;4.128;1.421
24.10.2022;03:45;10.334;3.827;1.507
24.10.2022;04:00;10.628;4.072;1.443
24.10.2022;04:15;10.675;4.054;1.442
24.10.2022;04:30;10.902;4.283;1.439
24.10.2022;04:45;11.137;4.357;1.393
24.10.2022;05:00;11.483;4.634;1.328
24.10.2022;05:15;11.639;4.753;1.299
24.10.2022;05:30;11.883;4.689;1.313
24.10.2022;05:45;12.301;4.894;1.203
24.10.2022;06:00;12.976;5.385;1.084
24.10.2022;06:15;13.456;5.678;771
24.10.2022;06:30;13.930;5.942;456
24.10.2022;06:45;14.172;6.056;307
24.10.2022;07:00;14.697;6.416;374
24.10.2022;07:15;14.991;6.663;304
24.10.2022;07:30;15.310;6.836;289
24.10.2022;07:45;15.447;6.932;276
24.10.2022;08:00;15.797;7.272;145
24.10.2022;08:15;15.884;7.264;120
24.10.2022;08:30;16.004;7.304;110
24.10.2022;08:45;16.182;7.443;91
24.10.2022;09:00;16.112;7.390;130
24.10.2022;09:15;16.039;7.087;143
24.10.2022;09:30;16.172;6.997;85
24.10.2022;09:45;16.293;6.932;72
24.10.2022;10:00;16.377;6.765;112
24.10.2022;10:15;16.315;6.521;89
24.10.2022;10:30;16.435;6.490;104
24.10.2022;10:45;16.620;6.521;170
24.10.2022;11:00;17.000;6.802;130
24.10.2022;11:15;17.158;6.780;118
24.10.2022;11:30;16.921;6.470;117
24.10.2022;11:45;16.989;6.499;120
24.10.2022;12:00;17.140;6.650;191
24.10.2022;12:15;17.205;6.619;333
24.10.2022;12:30;17.288;6.617;366
24.10.2022;12:45;17.297;6.619;403
24.10.2022;13:00;17.203;6.477;464
24.10.2022;13:15;17.104;6.454;384
24.10.2022;13:30;17.032;6.441;449
24.10.2022;13:45;16.733;6.207;512
24.10.2022;14:00;16.764;6.231;683
24.10.2022;14:15;16.769;6.330;515
24.10.2022;14:30;16.324;5.967;526
24.10.2022;14:45;16.600;6.422;508
24.10.2022;15:00;16.798;6.719;487
24.10.2022;15:15;16.582;6.618;540
24.10.2022;15:30;16.274;6.606;528
24.10.2022;15:45;16.140;6.921;408
24.10.2022;16:00;16.016;7.167;451
24.10.2022;16:15;15.684;6.992;430
24.10.2022;16:30;15.658;7.197;314
24.10.2022;16:45;15.640;7.419;168
24.10.2022;17:00;15.794;7.864;304
24.10.2022;17:15;15.639;8.003;287
24.10.2022;17:30;15.860;8.314;205
24.10.2022;17:45;15.925;8.431;151
24.10.2022;18:00;16.020;8.601;236
24.10.2022;18:15;16.222;8.818;219
24.10.2022;18:30;16.422;8.974;175
24.10.2022;18:45;16.393;8.895;92
24.10.2022;19:00;16.303;8.747;96
24.10.2022;19:15;16.207;8.740;110
24.10.2022;19:30;16.073;8.670;169
24.10.2022;19:45;15.981;8.546;178
24.10.2022;20:00;15.779;8.370;132
24.10.2022;20:15;15.448;8.023;161
24.10.2022;20:30;15.233;7.813;179
24.10.2022;20:45;14.918;7.493;257
24.10.2022;21:00;14.610;7.162;383
24.10.2022;21:15;14.520;7.037;457
24.10.2022;21:30;14.249;6.973;545
24.10.2022;21:45;14.081;6.936;625
24.10.2022;22:00;13.782;6.668;293
24.10.2022;22:15;13.771;6.562;394
24.10.2022;22:30;13.592;6.458;644
24.10.2022;22:45;13.357;6.274;705
24.10.2022;23:00;13.100;6.040;831
24.10.2022;23:15;13.038;5.984;980
24.10.2022;23:30;12.843;5.848;1.024
24.10.2022;23:45;12.667;5.734;1.016
25.10.2022;00:00;12.325;5.482;720
25.10.2022;00:15;12.050;5.176;775
25.10.2022;00:30;11.962;5.079;893
25.10.2022;00:45;11.867;5.010;1.033
25.10.2022;01:00;11.689;4.909;1.121
25.10.2022;01:15;11.645;4.933;1.185
25.10.2022;01:30;11.654;4.949;1.242
25.10.2022;01:45;11.516;4.790;1.262
25.10.2022;02:00;11.474;4.790;1.275
25.10.2022;02:15;11.450;4.882;1.318
25.10.2022;02:30;11.548;5.078;1.233
25.10.2022;02:45;11.512;5.041;1.221
25.10.2022;03:00;11.378;4.851;1.091
25.10.2022;03:15;11.384;4.842;1.052
25.10.2022;03:30;11.464;4.999;1.128
25.10.2022;03:45;11.391;5.019;1.043
25.10.2022;04:00;11.573;5.171;1.021
25.10.2022;04:15;11.614;5.285;906
25.10.2022;04:30;11.730;5.433;778
25.10.2022;04:45;11.895;5.707;622
25.10.2022;05:00;12.412;6.333;699
